,Time,Theta1,Theta2,Omega1,Omega2,x1_true,y1_true,x2_true,y2_true,Theta1_pred,Theta2_pred,Omega1_pred,Omega2_pred,x1_pred,y1_pred,x2_pred,y2_pred
3191,3.191,3.1715527,12.819689,-6.6813226,6.071306,-0.007989138,0.2665803,0.05885058,0.008391738,3.3566384,12.929,-6.6685424,6.016615,-0.05691169,0.260557,0.037695806,0.011201203
3192,3.192,3.1648798,12.825789,-6.673238,6.108791,-0.0062101204,0.2666277,0.062203474,0.008851707,3.3456306,12.932763,-6.663053,6.0572433,-0.05404014,0.26116768,0.041505054,0.012169674
3193,3.193,3.1582136,12.831926,-6.6645536,6.148071,-0.0044326065,0.26666316,0.06556163,0.009311855,3.3345544,12.93654,-6.6570435,6.099719,-0.051144138,0.2617502,0.04534073,0.01311481
3194,3.194,3.151555,12.8381,-6.655296,6.189101,-0.0026569301,0.26668677,0.06892487,0.009772509,3.3233228,12.940265,-6.650484,6.1441774,-0.048201084,0.26230812,0.04920929,0.014033854
3195,3.195,3.1449046,12.844313,-6.64549,6.2318354,-0.00088329805,0.26669854,0.07229312,0.010233909,3.3118706,12.943851,-6.6435204,6.1908484,-0.045193985,0.2628429,0.053106263,0.014919624
3196,3.196,3.1382627,12.850567,-6.6351643,6.2762237,0.00088808406,0.2666985,0.07566704,0.01069656,3.3002744,12.945998,-6.634007,6.2372246,-0.042143032,0.2633493,0.05668921,0.015637606
3197,3.197,3.13163,12.856863,-6.6243477,6.3222127,0.0026570107,0.26668677,0.0790463,0.0111607015,3.288514,12.947941,-6.6237807,6.2852173,-0.03904308,0.2638267,0.060270194,0.016307488
3198,3.198,3.1250072,12.863204,-6.6130705,6.369749,0.0044231503,0.2666633,0.08243118,0.01162678,3.2766142,12.949784,-6.612876,6.3349705,-0.035900928,0.2642726,0.06386846,0.016936883
3199,3.199,3.1183949,12.869591,-6.601365,6.418774,0.006186299,0.26662824,0.08582159,0.0120951235,3.264513,12.951547,-6.6015644,6.386307,-0.032700367,0.2646877,0.06750478,0.017528176
3200,3.2,3.1117935,12.876026,-6.5892644,6.4692287,0.007946253,0.2665816,0.0892179,0.012566209,3.2521641,12.953463,-6.5899577,6.438818,-0.02942936,0.26507133,0.071249135,0.01810427
3201,3.201,3.1052039,12.882511,-6.5768027,6.5210495,0.009702748,0.26652345,0.09261996,0.013040483,3.2396288,12.955318,-6.578109,6.492606,-0.026104378,0.2654194,0.07503228,0.018639594
3202,3.202,3.0986264,12.889048,-6.564017,6.574171,0.0114555815,0.26645386,0.096027896,0.013518274,3.2268097,12.957186,-6.565744,6.5480366,-0.0226999,0.2657322,0.078897394,0.019141674
3203,3.203,3.0920618,12.895637,-6.550944,6.628526,0.01320449,0.26637292,0.099441536,0.014000058,3.2138765,12.959287,-6.552974,6.604212,-0.019261315,0.26600355,0.082853824,0.019627035
3204,3.204,3.0855105,12.902282,-6.5376225,6.684044,0.014949274,0.2662807,0.10286148,0.014486492,3.200891,12.961386,-6.5399437,6.661538,-0.015805606,0.26623124,0.08682646,0.020069614
3205,3.205,3.078973,12.908983,-6.5240927,6.740651,0.016689733,0.26617727,0.10628733,0.014977813,3.1877885,12.963323,-6.5263753,6.7206087,-0.012316046,0.26641548,0.09079262,0.020453095
3206,3.206,3.0724504,12.915744,-6.5103965,6.7982726,0.01842555,0.26606277,0.10971935,0.015474796,3.1748073,12.965448,-6.5123973,6.780921,-0.00885672,0.2665529,0.09477457,0.020810246
3207,3.207,3.0659428,12.922564,-6.4965763,6.8568296,0.020156587,0.2659372,0.11315719,0.01597765,3.1618967,12.968128,-6.4981403,6.842098,-0.0054147188,0.26664504,0.09887475,0.021181002
3208,3.208,3.0594509,12.929446,-6.4826775,6.9162416,0.021882586,0.26580077,0.11660136,0.016487226,3.148859,12.970934,-6.4839134,6.904212,-0.0019379241,0.26669297,0.10303982,0.021522492
3209,3.209,3.052975,12.936393,-6.46874,6.976447,0.023603423,0.2656535,0.12005177,0.017003924,3.1357954,12.973766,-6.4697037,6.967045,0.0015461309,0.26669553,0.107217886,0.021823376
3210,3.21,3.0465143,12.943403,-6.454777,7.0374985,0.025319217,0.26549545,0.123508334,0.017528132,3.1226838,12.976626,-6.455573,7.0304823,0.0050427006,0.26665232,0.11141437,0.022083387
3211,3.211,3.0400684,12.950479,-6.4408083,7.099368,0.027030032,0.2653267,0.12697111,0.018060312,3.110006,12.979401,-6.4412384,7.0944443,0.008422735,0.26656696,0.11547249,0.02229409
3212,3.212,3.033637,12.957618,-6.4268584,7.1620107,0.028735867,0.2651474,0.13043968,0.018600792,3.0977018,12.982632,-6.4267125,7.1586266,0.011701937,0.26644316,0.11954038,0.022517428
3213,3.213,3.0272205,12.964822,-6.412951,7.2253847,0.030436598,0.26495755,0.13391389,0.019150019,3.0853624,12.985647,-6.4123855,7.2237415,0.014988698,0.26627848,0.12356222,0.022679046
3214,3.214,3.0208182,12.972091,-6.3991084,7.2894487,0.032132287,0.26475728,0.13739358,0.01970841,3.0731058,12.988044,-6.398375,7.2893634,0.018251166,0.26607478,0.12740818,0.022736251
3215,3.215,3.0144303,12.979425,-6.385354,7.354164,0.03382288,0.2645466,0.14087869,0.020276383,3.0599222,12.990946,-6.3843765,7.3563795,0.021757297,0.26581106,0.13162002,0.022790328
3216,3.216,3.0080562,12.986825,-6.371711,7.419493,0.035508428,0.26432565,0.14436878,0.02085428,3.0468557,12.993866,-6.3706665,7.423645,0.02522857,0.26550406,0.13580048,0.022805199
3217,3.217,3.0016959,12.994291,-6.3582006,7.4853997,0.03718889,0.26409444,0.14786403,0.021442637,3.0338254,12.996784,-6.357215,7.491148,0.028685926,0.2651528,0.13996562,0.022777647
3218,3.218,2.995349,13.001822,-6.344846,7.55185,0.03886432,0.26385307,0.15136375,0.022041649,3.0207767,12.999698,-6.343867,7.5594416,0.032143272,0.26475593,0.14412865,0.022706017
3219,3.219,2.9890156,13.00942,-6.331669,7.618811,0.040534604,0.26360166,0.15486804,0.02265197,3.0076575,13.002455,-6.3308086,7.6289754,0.035613798,0.26431146,0.1482661,0.022571221
3220,3.22,2.982695,13.017084,-6.318691,7.6862526,0.042199872,0.2633402,0.1583765,0.023273796,2.9939806,13.0058,-6.3183775,7.70035,0.03922531,0.26379967,0.15268572,0.022437647
3221,3.221,2.9763875,13.024815,-6.305933,7.7541447,0.043860067,0.2630688,0.16188903,0.023907647,2.9804716,13.00948,-6.3060327,7.771808,0.0427853,0.26324573,0.1571332,0.02230291
3222,3.222,2.970092,13.032612,-6.2934175,7.82246,0.04551532,0.26278746,0.16540548,0.02455388,2.96657,13.013392,-6.293793,7.843754,0.046440616,0.26262552,0.1617302,0.022131845
3223,3.223,2.963809,13.040477,-6.2811646,7.891173,0.047165517,0.2624963,0.16892564,0.025213003,2.9526992,13.018013,-6.2813683,7.915327,0.050078835,0.2619561,0.16647841,0.021997705
3224,3.224,2.957538,13.0484085,-6.269195,7.9602594,0.048810724,0.26219535,0.17244907,0.025885284,2.9394665,13.023529,-6.2690563,7.9868326,0.05354074,0.26127052,0.17126216,0.021957844
3225,3.225,2.9512782,13.056409,-6.2575297,8.029696,0.050451014,0.2618847,0.17597595,0.026571319,2.9266307,13.029268,-6.257448,8.058504,0.056889836,0.26056176,0.17598277,0.021928653
3226,3.226,2.9450297,13.064476,-6.2461886,8.099463,0.0520864,0.26156434,0.17950553,0.027271241,2.9140573,13.035519,-6.2459416,8.129707,0.06016142,0.2598259,0.18074358,0.021941796
3227,3.227,2.938792,13.072613,-6.235192,8.16954,0.053716946,0.26123434,0.18303822,0.027985781,2.9014974,13.04222,-6.234773,8.200797,0.063419975,0.2590498,0.18559358,0.021979123
3228,3.228,2.9325645,13.080817,-6.224559,8.239911,0.055342734,0.26089475,0.18657331,0.028715014,2.889126,13.048837,-6.2239437,8.272528,0.06661982,0.2582454,0.19035932,0.021988302
3229,3.229,2.9263473,13.08909,-6.214309,8.310558,0.056963697,0.26054564,0.19011062,0.029459536,2.876662,13.05546,-6.2135105,8.344708,0.069833346,0.257395,0.19513494,0.021962628
3230,3.23,2.9201396,13.097433,-6.2044625,8.381468,0.058579978,0.260187,0.19365013,0.030219734,2.864165,13.061819,-6.2037683,8.416847,0.073044464,0.25650224,0.19984065,0.021871433
3231,3.231,2.9139411,13.105845,-6.195038,8.452629,0.060191587,0.2598189,0.1971915,0.030996025,2.8513703,13.066262,-6.196018,8.488078,0.07632027,0.2555467,0.20415771,0.021481559
3232,3.232,2.9077516,13.114327,-6.1860533,8.524029,0.061798595,0.25944135,0.20073444,0.03178872,2.838903,13.072403,-6.188512,8.559839,0.07950026,0.25457534,0.20877258,0.02129963
3233,3.233,2.9015703,13.12288,-6.177528,8.595658,0.06340107,0.25905442,0.20427883,0.03259836,2.8273206,13.080709,-6.181294,8.631939,0.082443446,0.2536375,0.213649,0.021443635
3234,3.234,2.8953967,13.131502,-6.16948,8.667511,0.064999156,0.25865808,0.2078242,0.033425078,2.8159432,13.089245,-6.1746564,8.704123,0.085323766,0.2526831,0.21850638,0.021617576
3235,3.235,2.8892307,13.140196,-6.161927,8.739579,0.0665928,0.25825238,0.21137051,0.03426957,2.804985,13.097787,-6.1685786,8.7759285,0.08808754,0.25173295,0.22323903,0.021813482
3236,3.236,2.8830714,13.148961,-6.1548877,8.81186,0.06818218,0.25783733,0.21491757,0.035132095,2.7942493,13.106529,-6.1629915,8.847789,0.09078495,0.25077277,0.2279413,0.02204363
3237,3.237,2.8769186,13.157797,-6.148379,8.884351,0.06976732,0.25741294,0.21846473,0.036012918,2.7835283,13.115289,-6.1579704,8.919881,0.09346821,0.24978508,0.23262283,0.022266105
3238,3.238,2.8707716,13.166705,-6.142418,8.95705,0.07134828,0.2569792,0.22201204,0.036912575,2.7729025,13.123938,-6.153574,8.992144,0.09611706,0.24877782,0.23723423,0.022470877
3239,3.239,2.86463,13.175685,-6.1370215,9.029959,0.0729252,0.25653616,0.22555903,0.03783132,2.7623098,13.132403,-6.1499944,9.065031,0.09874685,0.24774574,0.2417748,0.022641554
3240,3.24,2.858493,13.184738,-6.1322074,9.10308,0.074498154,0.2560838,0.22910568,0.038769722,2.7518291,13.140825,-6.1469646,9.138617,0.10133791,0.24669722,0.24625656,0.022805572
3241,3.241,2.8523605,13.193864,-6.1279917,9.176415,0.0760672,0.25562212,0.23265141,0.039727986,2.7410216,13.14863,-6.1446786,9.213547,0.103998125,0.24558762,0.25065982,0.022833839
3242,3.242,2.8462315,13.203063,-6.1243906,9.249973,0.07763248,0.2551511,0.23619607,0.040706515,2.7300632,13.156511,-6.14288,9.288937,0.106683075,0.24443324,0.25509572,0.022842243
3243,3.243,2.8401053,13.212337,-6.1214204,9.32376,0.07919411,0.25467074,0.23973952,0.041705817,2.719347,13.164552,-6.141766,9.364297,0.1092963,0.24327599,0.25948584,0.022885442
3244,3.244,2.8339818,13.2216835,-6.1190963,9.397784,0.080752105,0.25418103,0.24328105,0.042725995,2.7083192,13.173008,-6.1413007,9.4393,0.11197241,0.24205592,0.2640202,0.022943273
3245,3.245,2.82786,13.231105,-6.117435,9.472057,0.082306586,0.25368193,0.24682048,0.043767482,2.6971495,13.1818,-6.141301,9.513722,0.11466905,0.24079014,0.2686374,0.023022741
3246,3.246,2.8217394,13.240602,-6.116451,9.546591,0.083857745,0.25317338,0.2503577,0.044830725,2.6861997,13.190513,-6.1423655,9.588628,0.11729874,0.23952015,0.27315855,0.023102492
3247,3.247,2.8156192,13.2501745,-6.116159,9.6214,0.08540564,0.25265545,0.25389236,0.045916215,2.6753917,13.1994505,-6.144326,9.6637,0.119880565,0.23823841,0.27766845,0.023222417
3248,3.248,2.809499,13.259822,-6.116575,9.696499,0.08695033,0.252128,0.2574237,0.047023818,2.664664,13.208434,-6.1470847,9.739269,0.122429356,0.23693869,0.28214246,0.023348868
3249,3.249,2.8033779,13.2695465,-6.1177125,9.771907,0.088492,0.25159106,0.26095182,0.04815434,2.6540158,13.217462,-6.15029,9.815195,0.12494536,0.23562162,0.2865801,0.023482278
3250,3.25,2.7972553,13.279346,-6.119587,9.847641,0.09003072,0.25104454,0.2644759,0.04930766,2.6437607,13.226606,-6.154357,9.891627,0.12735505,0.23432793,0.290923,0.023675546
3251,3.251,2.7911303,13.289225,-6.1222115,9.923722,0.09156667,0.2504884,0.26799607,0.050484523,2.6336646,13.236147,-6.1593275,9.968092,0.12971433,0.23303021,0.2952845,0.02394794
3252,3.252,2.7850025,13.29918,-6.1256003,10.000174,0.09309989,0.2499226,0.27151167,0.05168505,2.623617,13.245728,-6.165083,10.0448,0.13204916,0.23171516,0.29961485,0.024228707
3253,3.253,2.7788708,13.309214,-6.1297674,10.077019,0.09463057,0.24934705,0.27502236,0.052909553,2.6141903,13.255258,-6.171368,10.121037,0.13422754,0.2304601,0.30376297,0.024579972
3254,3.254,2.7727346,13.319325,-6.1347256,10.154284,0.09615882,0.24876167,0.2785277,0.05415827,2.6047568,13.264633,-6.1787224,10.19811,0.13639557,0.22918363,0.30785376,0.024902001
3255,3.255,2.7665935,13.329516,-6.140488,10.231996,0.09768469,0.24816646,0.28202724,0.055431634,2.5955715,13.273903,-6.18686,10.275544,0.13849492,0.22792114,0.31183934,0.02523765
3256,3.256,2.760446,13.339787,-6.147068,10.310183,0.09920841,0.24756128,0.2855206,0.05672981,2.586988,13.282631,-6.1955795,10.353315,0.14044616,0.22672398,0.31555298,0.025561154
3257,3.257,2.7542918,13.350136,-6.1544776,10.388877,0.10073008,0.24694604,0.28900725,0.058052957,2.5784976,13.291297,-6.2051654,10.431765,0.14236604,0.22552338,0.31920958,0.025885552
3258,3.258,2.74813,13.360566,-6.1627297,10.468109,0.102249764,0.24632068,0.29248688,0.05940163,2.5699258,13.300081,-6.2156672,10.510422,0.14429393,0.22429478,0.3228843,0.026218101
3259,3.259,2.7419596,13.371078,-6.1718364,10.547914,0.10376774,0.24568506,0.2959591,0.060775965,2.5614996,13.308665,-6.2268906,10.588968,0.14617875,0.223071,0.3264628,0.026534602
3260,3.26,2.73578,13.38167,-6.1818094,10.628327,0.10528397,0.24503912,0.29942313,0.06217614,2.5533834,13.317544,-6.2390585,10.668008,0.14798442,0.22187722,0.3300063,0.026949242
3261,3.261,2.7295904,13.392344,-6.192661,10.709386,0.10679863,0.24438277,0.30287868,0.06360249,2.5452461,13.326772,-6.2515264,10.746934,0.14978495,0.22066571,0.33359784,0.027425662
3262,3.262,2.7233894,13.403101,-6.204401,10.791129,0.108311996,0.24371582,0.30632523,0.0650551,2.5375774,13.335444,-6.2643895,10.826965,0.15147276,0.21951057,0.33695462,0.027871922
3263,3.263,2.7171767,13.41394,-6.217042,10.873597,0.10982403,0.2430382,0.30976218,0.066534296,2.5300996,13.343643,-6.2765727,10.905917,0.15310997,0.21837178,0.34015676,0.028260276
3264,3.264,2.7109513,13.424864,-6.2305946,10.956833,0.11133489,0.2423498,0.3131891,0.068040386,2.5218375,13.3524475,-6.287554,10.986278,0.15490894,0.21709931,0.34362227,0.028641984
3265,3.265,2.704712,13.43587,-6.2450695,11.04088,0.11284484,0.24165045,0.31660527,0.06957322,2.5128288,13.362221,-6.297793,11.0677395,0.1568584,0.215695,0.34740454,0.029090986
3266,3.266,2.698458,13.446961,-6.260477,11.125783,0.11435389,0.24093999,0.3200103,0.071133256,2.5036657,13.371765,-6.3091564,11.150281,0.15882823,0.21424866,0.3511467,0.029471755
3267,3.267,2.6921885,13.4581375,-6.2768273,11.211591,0.1158622,0.24021833,0.3234035,0.07272057,2.4944909,13.381753,-6.3213706,11.233516,0.16078721,0.21278243,0.35494155,0.029935554
3268,3.268,2.6859024,13.4693985,-6.29413,11.298351,0.11736994,0.23948525,0.32678425,0.0743352,2.4851952,13.391859,-6.334575,11.317444,0.16275819,0.21127863,0.35875046,0.030403197
3269,3.269,2.6795986,13.480746,-6.312395,11.386116,0.11887726,0.23874062,0.33015212,0.075977534,2.4756618,13.401776,-6.3490205,11.40246,0.16476497,0.20971742,0.36254135,0.03079456
3270,3.27,2.6732764,13.492181,-6.3316326,11.474936,0.12038423,0.2379843,0.33350635,0.07764764,2.4659266,13.411558,-6.364359,11.4888,0.16679876,0.20810351,0.36631584,0.031123802
3271,3.271,2.6669345,13.503702,-6.3518505,11.564866,0.12189108,0.23721606,0.33684632,0.079345435,2.456437,13.4215,-6.380907,11.576082,0.16876602,0.2065113,0.3700328,0.031523913
3272,3.272,2.6605725,13.515312,-6.373042,11.65589,0.12339776,0.23643579,0.34017137,0.08107139,2.446761,13.431713,-6.3984237,11.664331,0.17075634,0.20486864,0.37379968,0.03194587
3273,3.273,2.6541896,13.527013,-6.395212,11.747986,0.124904394,0.23564334,0.34348097,0.082825914,2.4371908,13.442061,-6.416764,11.753746,0.1727091,0.20322514,0.377531,0.032412738
3274,3.274,2.6477845,13.538805,-6.418401,11.841237,0.12641114,0.23483849,0.34677452,0.084609106,2.4273255,13.452217,-6.4363947,11.844851,0.17470555,0.20151146,0.38125157,0.032787934
3275,3.275,2.6413562,13.550691,-6.4426484,11.93573,0.12791812,0.23402104,0.3500515,0.086421385,2.417337,13.462283,-6.457275,11.937208,0.17670959,0.19975637,0.38494352,0.033120453
3276,3.276,2.6349034,13.562672,-6.4679937,12.031549,0.12942554,0.23319073,0.3533113,0.088262975,2.4071655,13.472546,-6.47924,12.030652,0.17873223,0.19794868,0.38866526,0.0334585
3277,3.277,2.6284246,13.574748,-6.4944763,12.128779,0.13093361,0.23234732,0.3565532,0.0901338,2.39663,13.481378,-6.500762,12.12475,0.18080775,0.19605471,0.39218533,0.033425048
3278,3.278,2.6219192,13.586923,-6.522134,12.227505,0.13244236,0.23149063,0.35977656,0.092034414,2.3859465,13.489824,-6.522977,12.220057,0.18289196,0.1941119,0.39563566,0.03327346
3279,3.279,2.6153853,13.599197,-6.551004,12.327809,0.13395205,0.23062032,0.3629809,0.093965024,2.3747902,13.498041,-6.5466423,12.317015,0.1850461,0.19205944,0.3991042,0.03297448
3280,3.28,2.6088219,13.611572,-6.581123,12.429778,0.1354628,0.2297362,0.36616516,0.09592548,2.363524,13.50625,-6.5715246,12.415541,0.1871981,0.18996252,0.40255493,0.03264016
3281,3.281,2.6022274,13.62405,-6.612527,12.533492,0.13697484,0.22883789,0.3693289,0.097916186,2.3520198,13.514617,-6.5976233,12.515768,0.18937102,0.18779644,0.40603656,0.032281384
3282,3.282,2.5956006,13.636633,-6.645252,12.639037,0.1384883,0.22792517,0.37247127,0.09993741,2.340081,13.522865,-6.6251774,12.61803,0.19159953,0.18552226,0.4095404,0.0317996
3283,3.283,2.5889401,13.649323,-6.6793323,12.746493,0.1400033,0.22699772,0.37559158,0.10198955,2.327774,13.531079,-6.6538057,12.722563,0.19386819,0.18315026,0.4130644,0.031222925
3284,3.284,2.5822449,13.662122,-6.7148027,12.855946,0.14151996,0.22605528,0.3786888,0.1040724,2.3171914,13.538426,-6.684287,12.82805,0.19579549,0.1810884,0.416102,0.030775622
3285,3.285,2.575513,13.675031,-6.7516956,12.967474,0.14303854,0.22509745,0.38176227,0.10618624,2.3071046,13.54527,-6.715908,12.935823,0.1976121,0.17910427,0.41894212,0.030302674
3286,3.286,2.5687428,13.688053,-6.7900453,13.0811615,0.14455919,0.22412391,0.38481113,0.108331464,2.296987,13.551535,-6.749203,13.045962,0.19941406,0.1770958,0.42167193,0.02968368
3287,3.287,2.5619335,13.70119,-6.8298826,13.197089,0.14608194,0.2231344,0.38783425,0.11050801,2.2866209,13.5579,-6.784287,13.158131,0.20123911,0.17501916,0.42443085,0.02902484
3288,3.288,2.555083,13.714445,-6.87124,13.315338,0.14760709,0.22212844,0.390831,0.1127163,2.2761483,13.564664,-6.820952,13.272435,0.20306095,0.17290212,0.427235,0.028420687
3289,3.289,2.54819,13.727819,-6.9141483,13.435989,0.14913468,0.22110571,0.39380014,0.11495622,2.2664921,13.572168,-6.858937,13.389239,0.20472103,0.17093328,0.429973,0.028138205
3290,3.29,2.5412533,13.741317,-6.958637,13.559124,0.15066484,0.22006589,0.39674067,0.117228314,2.2578444,13.579342,-6.8982515,13.509199,0.20619152,0.16915655,0.43246204,0.027980998
3291,3.291,2.5342708,13.754939,-7.004737,13.684821,0.15219776,0.2190085,0.39965165,0.11953247,2.2489598,13.586081,-6.93935,13.631969,0.20768628,0.16731796,0.434903,0.027670339
3292,3.292,2.527241,13.768688,-7.052476,13.813161,0.15373358,0.2179332,0.40253168,0.12186873,2.2399135,13.592663,-6.98221,13.757395,0.20919137,0.16543233,0.43732238,0.02728334
3293,3.293,2.5201626,13.782568,-7.1018834,13.944222,0.15527233,0.21683955,0.4053798,0.12423749,2.2307632,13.599742,-7.0266232,13.8853855,0.21069634,0.16351129,0.43979958,0.026980713
3294,3.294,2.5130334,13.79658,-7.152986,14.078087,0.15681428,0.21572708,0.40819472,0.12663859,2.2213624,13.607686,-7.0724735,14.016011,0.21222416,0.16152336,0.44240475,0.026817098
3295,3.295,2.5058522,13.810728,-7.205811,14.21483,0.1583594,0.21459542,0.41097504,0.12907219,2.211275,13.6178875,-7.119063,14.146605,0.21384266,0.15937443,0.44538546,0.0270233
3296,3.296,2.4986172,13.825015,-7.260385,14.354533,0.15990783,0.21344408,0.41371953,0.13153858,2.2020729,13.628029,-7.166864,14.27968,0.21530017,0.15739988,0.44817328,0.027403682
3297,3.297,2.4913263,13.839443,-7.316734,14.497274,0.16145976,0.21227255,0.41642672,0.13403748,2.1957037,13.637663,-7.2159047,14.417995,0.21629831,0.15602542,0.45041296,0.028278723
3298,3.298,2.4839783,13.854016,-7.374882,14.643129,0.16301517,0.21108042,0.41909516,0.13656917,2.1898124,13.646993,-7.266498,14.560134,0.21721373,0.15474844,0.45251003,0.029191509
3299,3.299,2.4765713,13.868737,-7.4348545,14.792177,0.16457415,0.2098672,0.42172325,0.13913363,2.1838515,13.655232,-7.319317,14.706156,0.21813233,0.15345089,0.4544552,0.029836982
3300,3.3,2.469103,13.883609,-7.496675,14.944496,0.16613689,0.20863228,0.42430943,0.1417306,2.1780217,13.663117,-7.3739214,14.855843,0.2190232,0.15217663,0.45631337,0.030429952
3301,3.301,2.4615724,13.898634,-7.560366,15.100161,0.1677033,0.20737524,0.42685187,0.14436007,2.1732256,13.671688,-7.4295034,15.0092535,0.21975052,0.15112443,0.45807543,0.031415932
3302,3.302,2.453977,13.913817,-7.625951,15.25925,0.16927353,0.20609552,0.42934898,0.14702222,2.168862,13.680323,-7.4869986,15.166099,0.22040787,0.15016411,0.4597575,0.03251788
3303,3.303,2.4463153,13.929161,-7.6934505,15.421838,0.17084761,0.20479253,0.43179882,0.14971653,2.1646113,13.688574,-7.5464573,15.326912,0.2210442,0.14922586,0.4613564,0.033558533
3304,3.304,2.438585,13.94467,-7.762887,15.588002,0.17242558,0.20346573,0.4341995,0.1524432,2.1594248,13.696812,-7.607251,15.491331,0.22181517,0.1480774,0.46307206,0.03439363
3305,3.305,2.4307847,13.960346,-7.83428,15.757818,0.17400742,0.20211458,0.436549,0.15520185,2.1547062,13.705494,-7.670378,15.659624,0.22251141,0.14702912,0.46474624,0.03544426
3306,3.306,2.4229121,13.976194,-7.90765,15.931361,0.17559318,0.20073846,0.43884528,0.15799224,2.1504612,13.71405,-7.735561,15.83234,0.22313356,0.14608322,0.46631426,0.03657507
3307,3.307,2.4149654,13.992218,-7.983016,16.108706,0.17718284,0.19933672,0.44108605,0.16081408,2.14606,13.724004,-7.8011374,16.011612,0.22377433,0.14509974,0.46803296,0.038017474
3308,3.308,2.4069424,14.00842,-8.060396,16.289927,0.1787764,0.19790879,0.44326907,0.16366675,2.1425223,13.738062,-7.8653846,16.198326,0.22428624,0.14430721,0.47002608,0.040669225
3309,3.309,2.3988414,14.024805,-8.13981,16.4751,0.18037377,0.19645405,0.44539195,0.16655016,2.139485,13.753033,-7.9316354,16.388222,0.22472353,0.14362527,0.4719873,0.04367768
3310,3.31,2.39066,14.041378,-8.2212715,16.664297,0.18197498,0.19497178,0.44745237,0.16946393,2.1369793,13.769184,-7.9999995,16.581024,0.2250827,0.14306179,0.47392842,0.04712072
3311,3.311,2.3823965,14.058141,-8.304801,16.857594,0.18357992,0.19346139,0.44944757,0.17240703,2.1343062,13.785598,-8.070414,16.777203,0.22546431,0.14245959,0.4758512,0.050615735
3312,3.312,2.3740487,14.075099,-8.390411,17.055061,0.18518846,0.19192219,0.4513749,0.17537929,2.1314774,13.80299,-8.143379,16.977177,0.22586639,0.1418212,0.4778127,0.054345794
3313,3.313,2.3656142,14.092256,-8.478121,17.256773,0.18680061,0.1903534,0.4532317,0.17837957,2.127625,13.821934,-8.219805,17.18174,0.22641107,0.14095005,0.4799692,0.05826287
3314,3.314,2.3570912,14.109616,-8.567942,17.462805,0.1884162,0.18875441,0.455015,0.18140757,2.1297746,13.846427,-8.299688,17.386234,0.22610757,0.1414364,0.4816147,0.064983845
3315,3.315,2.3484774,14.127184,-8.659889,17.673227,0.19003507,0.18712445,0.45672178,0.18446201,2.1400652,13.877331,-8.382402,17.589655,0.22464015,0.14375566,0.4823876,0.0752345
3316,3.316,2.3397708,14.144964,-8.754453,17.889027,0.19165707,0.18546282,0.45834896,0.18754233,2.1505795,13.907788,-8.467339,17.798569,0.22311628,0.1461096,0.48283085,0.08546935
3317,3.317,2.3309684,14.162964,-8.851664,18.110329,0.19328216,0.1837686,0.45989344,0.19064787,2.1610343,13.93848,-8.556776,18.013245,0.22157656,0.14843422,0.48302966,0.095792465
3318,3.318,2.322068,14.181187,-8.950928,18.336046,0.19491008,0.18204106,0.46135172,0.19377734,2.1719744,13.969073,-8.648352,18.234493,0.21993944,0.15084936,0.48288044,0.1062296
3319,3.319,2.3130677,14.199636,-9.051648,18.565098,0.19654058,0.18027946,0.46272033,0.19692925,2.1837144,14.000004,-8.740732,18.461464,0.21815336,0.153421,0.48234847,0.11695419
3320,3.32,2.3039663,14.218317,-9.153229,18.796394,0.19817322,0.17848322,0.46399555,0.20010221,2.196073,14.032103,-8.833723,18.689655,0.21624066,0.1561053,0.48147005,0.12813616
3321,3.321,2.294763,14.23723,-9.255071,19.028849,0.19980742,0.17665188,0.46517336,0.20329426,2.2086713,14.065588,-8.927494,18.917444,0.2142569,0.1588171,0.48027396,0.1397433
3322,3.322,2.285458,14.256375,-9.356577,19.261368,0.2014425,0.17478505,0.46624976,0.20650268,2.2217386,14.100731,-9.020809,19.146673,0.21216337,0.1616032,0.4786864,0.15188785
3323,3.323,2.276052,14.275753,-9.457147,19.492859,0.2030776,0.17288254,0.46722054,0.20972525,2.2301228,14.133009,-9.128462,19.394081,0.210801,0.16337633,0.4774987,0.1622674
3324,3.324,2.266546,14.295361,-9.556182,19.722229,0.20471181,0.17094432,0.46808165,0.21295881,2.231822,14.164059,-9.22348,19.634386,0.21052308,0.16373429,0.47712666,0.17090546
3325,3.325,2.256942,14.315197,-9.653081,19.948378,0.2063441,0.16897042,0.46882877,0.21620062,2.2328844,14.205093,-9.310152,19.872143,0.21034902,0.16395785,0.476434,0.1820599
3326,3.326,2.2472422,14.335257,-9.747243,20.170208,0.20797336,0.166961,0.46945786,0.21944667,2.2311306,14.242512,-9.395613,20.101131,0.21063626,0.16358869,0.47585776,0.19163221
3327,3.327,2.23745,14.355536,-9.838065,20.386618,0.20959829,0.16491649,0.46996468,0.22269388,2.2273028,14.27867,-9.48262,20.318928,0.2112609,0.16278122,0.47529525,0.20039436
3328,3.328,2.2275686,14.376028,-9.924946,20.596504,0.21121761,0.16283737,0.47034547,0.22593758,2.223247,14.314576,-9.566471,20.531414,0.21191937,0.16192307,0.4744333,0.20899029
3329,3.329,2.2176023,14.396727,-10.007281,20.798761,0.21282999,0.16072424,0.47059637,0.22917412,2.2184796,14.350836,-9.646296,20.737423,0.2126889,0.16091092,0.473324,0.21746379
