,Time,Theta1,Theta2,Omega1,Omega2,Theta1_dot,Theta2_dot,Omega1_dot,Omega2_dot
19,0.0095,1.2001794893897626,3.0051507278898337,2.6537193869270412,1.9861615516748234,2.6537193869270412,1.9861615516748234,37.36052909198696,9.325776553139278
20,0.01,1.201511020953511,3.0061449627207386,2.6724019652772015,1.990775441846345,2.6724019652772015,1.990775441846345,37.36896961235143,9.129093759338879
21,0.0105,1.2028518950899254,3.0071414803785834,2.691088683311227,1.9952905766724507,2.691088683311227,1.9952905766724507,37.37727561995098,8.930893805385645
22,0.011,1.2042021138447878,3.008140231314945,2.7097794717324613,1.9997061961302858,2.7097794717324613,1.9997061961302858,37.385445526116065,8.731174934609493
23,0.0115,1.2055616792267292,3.0091411655956266,2.72847426092809,2.0040215396696923,2.72847426092809,2.0040215396696923,37.393477773900756,8.529935415742433
24,0.012,1.2069305932072312,3.0101442329006565,2.74717298096914,2.00823584621321,2.74717298096914,2.00823584621321,37.40137083894734,8.327173543490492
25,0.0125,1.2083088577206262,3.011149382524288,2.765875561610481,2.012348354156075,2.765875561610481,2.012348354156075,37.409123230358354,8.12288763911006
26,0.013000000000000001,1.2096964746640961,3.0121565633749983,2.7845819322908247,2.0163583013662207,2.7845819322908247,2.0163583013662207,37.4167334915762,7.91707605098868
27,0.0135,1.2110934458976732,3.013165723975492,2.803292022132724,2.0202649251842777,2.803292022132724,2.0202649251842777,37.424200201270224,7.709737155230014
28,0.014,1.2124997732442402,3.0141768124626975,2.8220057599425754,2.0240674624235737,2.8220057599425754,2.0240674624235737,37.43152197423138,7.5008693562429904
29,0.0145,1.21391545848953,3.0151897765877687,2.840723074210617,2.027765149370133,2.840723074210617,2.027765149370133,37.43869746227439,7.290471087335132
30,0.015,1.2153405033821256,3.016204563716085,2.859443893110927,2.031357221782678,2.859443893110927,2.031357221782678,37.44572535514755,7.078540811309854
31,0.0155,1.2167749096334606,3.01722112082725,2.8781681445014295,2.034842914892626,2.8781681445014295,2.034842914892626,37.45260438145008,6.86507702106771
32,0.016,1.218218678917818,3.018239394515094,2.8968957559238877,2.038221463404094,2.8968957559238877,2.038221463404094,37.45933330955696,6.650078240211509
33,0.0165,1.2196718128723316,3.019259330987671,2.9156266546039076,2.041492101493894,2.9156266546039076,2.041492101493894,37.46591094855152,6.433543023655126
34,0.017,1.221134313096986,3.0202808760672606,2.9343607674509378,2.044654062811536,2.9343607674509378,2.044654062811536,37.4723361491656,6.215469958235933
35,0.0175,1.2226061811546147,3.0213039751903685,2.9530980210582687,2.047706580479227,2.9530980210582687,2.047706580479227,37.4786078047272,5.995857663330966
36,0.018000000000000002,1.2240874185709028,3.0223285734077243,2.9718383417030325,2.050648887091871,2.9718383417030325,2.050648887091871,37.4847248521159,5.774704791476201
37,0.0185,1.2255780268343843,3.023354615384284,2.9905816553462037,2.053480214717069,2.9905816553462037,2.053480214717069,37.49068627272589,5.552010028989476
38,0.019,1.2270780073964447,3.024382045399227,3.0093278876325997,2.0561997948951185,3.0093278876325997,2.0561997948951185,37.49649109343653,5.327772096596317
39,0.0195,1.2285873616713188,3.0254108073459602,3.028076963890878,2.058806858639015,3.028076963890878,2.058806858639015,37.50213838759068,5.101989750059105
40,0.02,1.230106091036092,3.0264408447321136,3.046828809133541,2.0613006364344506,3.046828809133541,2.0613006364344506,37.50762727598063,4.874661780808959
41,0.0205,1.2316341968306996,3.027472100679544,3.065583348056931,2.0636803582398144,3.065583348056931,2.0636803582398144,37.51295692784164,4.645787016580597
42,0.021,1.233171680357928,3.0285045179243326,3.084340505041232,2.065945253486193,3.084340505041232,2.065945253486193,37.51812656185326,4.415364322049772
43,0.021500000000000002,1.2347185428834129,3.0295380388167854,3.103100204150473,2.068094551077369,3.103100204150473,2.068094551077369,37.523135447148114,4.183392599473295
44,0.022,1.2362747856356406,3.0305726053214337,3.121862369132521,2.0701274793898228,3.121862369132521,2.0701274793898228,37.52798290432859,3.9498707893314426
45,0.0225,1.2378404098059477,3.0316081590170354,3.1406269234190898,2.072043266272732,3.1406269234190898,2.072043266272732,37.53266830649092,3.7147978709725464
46,0.023,1.2394154165485207,3.0326446410965717,3.1593937901257307,2.073841139047971,3.1593937901257307,2.073841139047971,37.53719108025719,3.478172863259737
47,0.0235,1.2409998069803967,3.03368199236725,3.1781628920518403,2.0755203245101113,3.1781628920518403,2.0755203245101113,37.54155070681476,3.2399948252195054
48,0.024,1.2425935821814629,3.0347201532505026,3.1969341516806558,2.077080048926421,3.1969341516806558,2.077080048926421,37.54574672296352,3.00026285669208
49,0.0245,1.2441967431944567,3.035759063781987,3.2157074911792574,2.078519538036866,3.2157074911792574,2.078519538036866,37.549778722170764,2.7589760989833367
50,0.025,1.2458092910249656,3.036798663611586,3.234482832398566,2.079838017054109,3.234482832398566,2.079838017054109,37.55364635563355,2.516133735518113
51,0.025500000000000002,1.2474312266414278,3.037838892003407,3.2532600968733463,2.081034710663509,3.2532600968733463,2.081034710663509,37.557349333349,2.271734992494668
52,0.026000000000000002,1.249062550975131,3.0388796878357835,3.2720392058222036,2.0821088430231236,3.2720392058222036,2.0821088430231236,37.56088742519189,2.025779139540252
53,0.0265,1.2507032649202137,3.0399209896012738,3.2908200801475864,2.083059637763706,3.2908200801475864,2.083059637763706,37.56426046200016,1.7782654903673338
54,0.027,1.2523533693336646,3.0409627354066617,3.3096026404357843,2.0838863179887066,3.3096026404357843,2.0838863179887066,37.56746833666782,1.52919340343059
55,0.0275,1.2540128650353222,3.042004862972955,3.3283868069569307,2.0845881062742744,3.3283868069569307,2.0845881062742744,37.57051100524557,1.2785622825841811
56,0.028,1.2556817528078756,3.0430473096353876,3.3471724996649987,2.085164224669253,3.3471724996649987,2.085164224669253,37.573388488048984,1.0263715777392228
57,0.0285,1.2573600333968642,3.0440900123434194,3.365959638197805,2.085613894695185,3.365959638197805,2.085613894695185,37.57610087077427,0.7726207855212288
