,Theta1,Theta2,Omega1,Omega2,x1_true,y1_true,x2_true,y2_true,Theta1_pred,Theta2_pred,Omega1_pred,Omega2_pred,x1_pred,y1_pred,x2_pred,y2_pred
438,2.1734595,40.810894,-5.0810947,22.718964,0.21971518,0.15117583,0.22766446,0.41775733,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
439,4.714382,9.395922,0.88319564,13.907347,-0.26669946,-0.00053158373,-0.25900456,0.26605737,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
440,3.6887527,33.341927,-3.820539,18.955725,-0.13875438,0.22776327,0.11129703,0.32051656,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
441,1.8384478,14.768416,-1.6083893,15.736678,0.25720406,0.07053342,0.4725085,0.22792748,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
442,3.9282222,17.559233,2.5874066,-18.833769,-0.18881744,0.18835302,-0.44509602,0.1145277,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
443,3.171456,17.644342,-8.507802,-11.227963,-0.007963397,0.2665811,-0.25703868,0.17123753,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
444,4.2980533,20.05483,-9.545957,-8.652504,-0.24413289,0.10736861,0.0049482137,0.01204028,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
445,3.7739851,47.05661,-6.2577324,26.363405,-0.15764004,0.21512441,-0.13971008,0.48122102,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
446,2.8168042,24.212717,4.11444,-13.014248,0.085106194,0.25275645,-0.12708466,0.09118934,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
447,2.3346581,12.370103,-6.9591117,-14.335462,0.19260277,0.18448052,0.14059357,-0.077099174,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
448,1.768779,9.220155,6.2067494,-11.861237,0.2614901,0.052457716,0.31568307,0.31359372,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
449,3.8185089,52.00795,-0.0430365,20.566713,-0.16705878,0.20789482,0.0957209,0.25345492,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
450,3.1682153,12.822735,-6.6773567,6.089822,-0.0070994147,0.2666055,0.06052644,0.008621693,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
451,3.6609895,31.923058,3.5451946,22.474072,-0.13237831,0.23152725,-0.0028497577,-0.0016062707,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
452,3.5395615,12.474798,-6.025801,7.0595903,-0.103358716,0.2458574,-0.12774695,-0.019725159,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
453,2.128963,2.9970043,9.517062,-6.1807427,0.22622228,0.14125286,0.26464978,0.4051699,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
454,4.2544765,3.379907,1.0956118,15.818714,-0.23922385,0.117901824,-0.30218235,0.37706417,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
455,4.760901,22.556063,7.4342647,-5.254212,-0.26638624,-0.0129330745,-0.40916228,0.21233097,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
456,1.7683992,18.140417,5.548581,11.637019,0.26151,0.0523584,0.087840185,-0.15004635,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
457,2.8444595,24.127863,4.391092,-13.086851,0.07808447,0.25501314,-0.14703612,0.112011015,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
458,2.4952292,20.088129,2.4998012,17.34558,0.16063005,0.2129011,0.4127468,0.1259181,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
459,2.002339,3.069752,8.595016,-4.25248,0.24224937,0.11155326,0.2613928,0.37756532,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
460,2.188679,19.038368,5.61759,13.381871,0.217389,0.15450214,0.26744658,-0.10745804,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
461,4.003041,19.284777,-3.3911543,-18.661676,-0.20236838,0.17371221,-0.089924835,-0.0681252,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
462,5.421572,21.963852,0.7394093,-4.830714,-0.20239703,-0.1736788,-0.19511792,0.09292184,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
463,2.1655662,41.97572,4.446965,20.60959,0.2209016,0.14943686,-0.020872757,0.26201597,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
464,3.1271038,54.346134,-8.122614,23.760674,0.0038640406,0.26667202,-0.21136361,0.42417106,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
465,2.809578,67.5316,2.8334346,22.624529,0.086930424,0.25213486,-0.17974827,0.25550616,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
466,1.5344753,10.349495,-1.6214366,-12.016677,0.2665241,-0.00968468,0.05357738,0.15088488,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
467,2.4821596,61.71656,7.5540075,24.046614,0.16339879,0.2107836,-0.076108366,0.09345836,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
468,1.9280287,29.259674,-6.9736238,-16.06556,0.24986275,0.09326036,0.027578935,0.24063334,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
469,2.855813,67.80497,4.843752,22.979584,0.0751842,0.25588322,-0.18250203,0.18713228,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
470,2.5009508,2.6904242,12.353129,-11.666018,0.1594093,0.21381666,0.27569515,0.45383018,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
471,4.103454,18.046417,-6.4166193,3.2988245,-0.21876274,0.15255083,-0.41066387,-0.032659456,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
472,2.2084465,16.088724,7.5575004,7.3198633,0.2142926,0.15876892,0.11517969,0.40636843,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
473,4.149293,16.52499,5.8801622,-25.045483,-0.22552323,0.14236628,-0.419978,0.32489362,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
474,1.525147,9.943034,1.1059451,-10.647052,0.26642215,-0.012170458,0.13430803,0.21950765,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
475,3.35997,30.63592,-9.011069,0.95046526,-0.057779457,0.26036593,-0.2453454,0.0707666,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
476,3.2335808,24.443802,8.56924,19.064674,-0.024498662,0.2655724,-0.19404484,0.059701145,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
477,2.9241152,58.365456,-6.343522,22.413738,0.057545114,0.26041785,0.31621647,0.32536414,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
478,2.9837406,54.851173,-4.3275886,20.011915,0.041924536,0.26338416,-0.22263774,0.2970842,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
479,3.649035,22.344458,13.042135,-26.774033,-0.12960112,0.2330932,-0.2218805,0.4833199,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
480,2.9362965,66.19175,-8.445206,30.761038,0.054368697,0.26109946,-0.0033916011,0.52146965,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
481,2.9112918,22.719414,-2.460556,23.836622,0.06087972,0.25965852,-0.11662936,0.45870477,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
482,3.65668,52.95568,-7.567773,23.752842,-0.13137934,0.23209557,-0.015039317,0.47208285,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
483,3.4804773,24.935585,9.881596,18.01027,-0.08866052,0.25153172,-0.1409021,-0.010001659,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
484,2.467969,11.415542,-3.9248095,9.944215,0.1663734,0.2084437,-0.07715097,0.09970194,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
485,1.9342227,15.009926,-8.587793,19.9964,0.24928032,0.09480622,0.4206925,0.29912642,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
486,2.159941,12.74788,-1.455415,10.194549,0.22173871,0.14819187,0.2698819,-0.11412689,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
487,1.7617513,15.47166,-4.827516,16.044786,0.26185232,0.050618753,0.32428962,0.30990714,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
488,2.707214,18.874523,9.409148,19.234192,0.11223982,0.24193203,0.11889789,-0.024684846,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
489,2.7911303,13.289225,-6.1222115,9.923722,0.09156667,0.2504884,0.26799607,0.050484523,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
490,3.4215982,73.71032,-5.5534453,22.507374,-0.07370547,0.2563131,-0.33857876,0.2874744,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
491,2.858698,13.869731,-2.6868994,-17.677036,0.07444571,0.25609908,0.33166498,0.18562108,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
492,4.080991,6.739915,1.1196063,13.253501,-0.21528104,0.15742607,-0.09766226,-0.081937075,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
493,2.7658617,2.442693,12.469998,-10.9669075,0.097866245,0.24809492,0.26945457,0.45226723,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
494,4.825669,17.009819,-3.1780748,8.925223,-0.26499063,-0.030147158,-0.52210355,0.04071776,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
495,3.0215147,57.945965,-3.5249772,19.993996,0.0319479,0.26477957,0.29464388,0.2187391,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
496,2.9414282,23.86138,5.350876,-13.679293,0.0530281,0.26137504,-0.20180464,0.18270384,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
497,1.7469776,3.1520584,6.9829493,-1.0164534,0.26257154,0.04674483,0.25978038,0.31343022,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
498,2.559249,61.948193,8.6291065,24.696028,0.14668044,0.22274143,-0.059496254,0.053566784,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
499,2.9073792,10.497827,-7.907591,15.064297,0.06189521,0.25941834,-0.17244345,0.38675365,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
500,2.229862,12.302415,-1.7483912,9.911065,0.21084362,0.16332135,0.14126125,-0.09414163,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
501,4.6125255,22.66858,8.657248,-7.017064,-0.26537123,0.026589353,-0.4325369,0.23439822,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
502,4.27891,20.037552,-9.612948,-8.637654,-0.24203293,0.11202211,0.0053639263,0.012404427,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
503,1.521746,9.980502,0.8468221,-10.749105,0.26637924,-0.0130764665,0.12567936,0.21349014,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
504,4.8560348,16.917446,-2.5832663,8.636612,-0.26395318,-0.038178712,-0.5134332,0.056100592,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
505,3.8123088,19.660316,-10.745424,-7.6862574,-0.16576661,0.20892657,0.02754058,0.025184304,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
506,4.025342,5.540894,-0.2760228,13.229489,-0.20619173,0.16915631,-0.38647512,-0.02738069,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
507,1.5197603,10.19689,-0.62706214,-11.463879,0.26635274,-0.013605413,0.08028953,0.17746884,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
508,3.6388497,12.346672,-5.6585097,8.042543,-0.12722033,0.2344011,-0.18534371,-0.025888264,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
509,1.8667544,15.173031,-7.246966,18.332996,0.25510472,0.07778476,0.3910638,0.30722758,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
510,5.3850613,21.603636,-2.0091136,-7.146925,-0.20860192,-0.166175,-0.10781952,0.08074969,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
511,1.7006828,23.238638,7.986139,16.323277,0.26445347,0.03454339,0.011571199,0.11927503,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
512,2.447648,21.678032,-1.3052645,23.541796,0.17057453,0.20502006,0.25272486,0.45875263,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
513,4.619765,10.15663,-4.66029,16.03413,-0.26555678,0.024667561,-0.44377857,0.22307591,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
514,2.9137108,55.701275,0.93906933,21.164825,0.060251426,0.25980502,-0.13965547,0.08326574,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
515,1.7429056,28.655764,-2.7699816,-16.032644,0.26275972,0.045675274,0.1634812,0.29320845,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
516,2.8084438,81.654106,4.761546,24.590534,0.08721633,0.2520361,0.079935566,-0.014564514,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
517,2.7654364,16.797754,-4.5266,-17.309132,0.09797175,0.24805327,-0.13846585,0.37144753,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
518,1.7164215,9.323799,5.436185,-11.2008915,0.2638771,0.038701102,0.2907624,0.30404252,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
519,2.812707,24.225735,4.073403,-13.007689,0.08614107,0.25240564,-0.123928644,0.08809006,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
520,4.6831126,20.440098,-7.918862,-8.791734,-0.2665857,0.0078068897,6.2286854e-05,0.013072688,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
521,3.0338802,56.742752,2.7372174,22.618265,0.028671386,0.2651544,0.08010931,0.0034617484,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
522,3.652868,52.96759,-7.675833,23.880888,-0.13049363,0.23259473,-0.017019913,0.4739505,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
523,4.882637,16.262598,1.9309987,7.7049093,-0.26284426,-0.045186132,-0.40329725,0.18153363,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
524,2.6041543,59.28501,-11.294749,30.402456,0.13653363,0.2291014,0.24167949,0.47419983,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
525,2.342754,86.07298,4.0948963,22.132177,0.19110298,0.18603373,-0.061989635,0.270135,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
526,2.4641528,19.549994,-7.2814264,7.7226,0.16716763,0.2078073,0.33906972,0.0038990974,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
527,4.183229,20.761913,1.0869137,-16.74064,-0.23022382,0.13463241,0.02106969,0.22396581,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
528,3.1634755,24.280594,7.9013586,19.327349,-0.005835693,0.26663613,-0.20657969,0.0910493,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
529,2.1135135,13.082842,-1.4925826,10.8269005,0.22837748,0.13774112,0.36007786,-0.09417245,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
530,1.5426719,22.876501,6.00533,15.7985,0.26659453,-0.007499791,0.060131878,0.16132575,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
531,1.7610221,3.1498895,7.0667553,-1.1694483,0.26188913,0.050427794,0.2596764,0.31711861,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
532,4.8609276,28.480211,-2.8853676,11.658265,-0.26376322,-0.03946973,-0.31828365,0.2215981,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
533,2.005128,11.700587,-6.5804296,-13.725299,0.24193731,0.11222845,0.038817763,-0.060604796,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
534,4.908285,28.169794,-0.699416,11.953607,-0.261599,-0.051911995,-0.233769,0.21333201,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
535,2.2507253,16.127253,7.860152,6.682197,0.20739056,0.16768438,0.09881394,0.41128242,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
536,3.23122,65.080826,-4.411192,25.24513,-0.023871627,0.2656295,0.18381248,0.43295014,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
537,2.8488736,24.114761,4.435106,-13.102715,0.07695806,0.25535533,-0.15001671,0.11531483,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
538,4.1463423,16.537523,5.932636,-25.101988,-0.22510219,0.1430311,-0.42182928,0.32310706,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
539,3.6634212,33.45643,-4.626829,19.243498,-0.1329409,0.23120469,0.10487589,0.35191947,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
540,2.0595248,3.0393255,8.999615,-5.1017165,0.23547758,0.1252166,0.26270473,0.39052317,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
541,1.5246049,9.948365,1.069044,-10.6610155,0.26641554,-0.012314868,0.1330682,0.21865565,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
542,3.076903,21.881409,-7.443389,30.241924,0.017240673,0.26614216,0.046449594,0.53123784,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
543,2.2807677,14.266035,-9.407017,19.37731,0.20226009,0.17383829,0.4667486,0.20811237,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
544,3.5782564,12.427742,-5.8779497,7.427702,-0.11279239,0.24167491,-0.14964634,-0.022466496,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
545,1.7557923,27.843458,3.4172795,-17.637558,0.2621493,0.049057476,0.373541,0.29138118,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
546,4.915164,16.489016,0.3147637,7.8757567,-0.2612357,-0.053710252,-0.44899976,0.13569291,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
547,2.3227253,60.276855,-3.0606263,21.32652,0.19479038,0.18216914,0.047164336,0.40428495,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
548,2.7160463,81.20218,5.184612,25.29146,0.110098675,0.24291392,-0.012875654,0.0062576234,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
549,2.3118546,42.47256,7.9010086,21.634104,0.19675915,0.18004091,-0.06944384,0.16376631,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
550,4.1151876,7.182421,0.82932174,13.864781,-0.2205376,0.14997353,-0.011751056,-0.015969425,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
551,4.5275016,15.690084,6.483209,5.1185246,-0.2621546,0.049029022,-0.2573866,0.3156864,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
552,5.4204216,21.971066,0.8031568,-4.774671,-0.20259674,-0.1734458,-0.19724095,0.09320043,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
553,2.3330393,86.01776,3.6579163,22.02763,0.19290116,0.18416849,-0.0551638,0.2821106,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
554,1.9552407,14.064996,-2.9180393,15.392597,0.24723275,0.10002427,0.5132385,0.08079292,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
555,2.7202144,87.191864,10.927431,24.258978,0.109085254,0.2433707,-0.07709608,0.05241154,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
556,3.7220614,32.365543,2.287705,21.504887,-0.14626254,0.22301605,0.07061592,0.06779805,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
557,4.617426,10.164653,-4.7193003,16.0861,-0.26549837,0.025288599,-0.4453063,0.22226067,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
558,3.3054821,44.465088,11.35095,22.329823,-0.04351392,0.26312625,0.08030228,0.026909322,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
559,2.3697598,16.210722,8.585765,4.821304,0.1860099,0.19112615,0.057501912,0.42482382,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
560,1.5437167,9.816942,1.9803251,-10.381619,0.26660222,-0.007221262,0.16467234,0.23923196,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
561,3.6140318,73.08203,-10.274177,29.483917,-0.12136439,0.23748595,-0.3173407,0.41837865,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
562,2.808548,83.458824,-5.6757736,23.8721,0.08719008,0.2520452,0.34821743,0.3067592,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
563,2.0329382,18.690289,5.8470473,12.459539,0.23872304,0.118912555,0.19642578,-0.14441201,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
564,2.8447497,17.04798,-6.05565,-15.967733,0.07801047,0.2550358,-0.18161884,0.31603998,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
565,2.2255144,12.327214,-1.7223125,9.914072,0.21155168,0.16240314,0.14837496,-0.09670609,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
566,3.058355,21.956911,-7.426205,30.222681,0.022173831,0.2657766,0.031303186,0.5323203,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
567,2.6008852,30.260784,-10.827096,-10.711805,0.13728188,0.22865383,-0.10670927,0.1209635,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
568,2.4874618,24.486935,11.59008,15.752797,0.16227889,0.211647,0.0017674267,-0.0013435185,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
569,4.4990034,8.584093,6.49687,14.157092,-0.2606511,0.05647903,-0.06193292,0.23435533,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
570,4.0873666,18.054407,-6.472921,3.0838685,-0.21628036,0.15605028,-0.40669557,-0.030687332,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
571,1.4331716,17.360369,4.4785614,12.203342,0.26417828,-0.036588747,-0.0016340911,-0.058329754,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
572,2.3084,11.922476,-2.385317,9.855284,0.19737995,0.17936009,0.037275955,-0.033936903,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
573,4.0244365,8.214694,-3.736055,12.721738,-0.20603846,0.16934295,0.043498233,0.26347226,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
574,2.4437673,25.72392,3.7437787,-13.368881,0.17136887,0.20435655,0.32001168,-0.017080143,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
575,3.8299801,25.53172,10.159567,16.611597,-0.16943257,0.2059648,-0.065825805,-0.039788187,-4.5044823,-4.5452595,6.1968403,-4.4661922,0.26095665,0.055050116,0.52394056,0.09941634
