,Time,X,Y,Z,Time,X,Y,Z,Time,X,Y,Z,Time,X,Y,Z
10,0.02,8.545330008431984,7.021186962581047,10.427047008853963,0.02,8.670261782973958,6.761650779644473,10.25119408450258,0.02,1.925249689508346,9.284415103588026,5.239439155021637,0.02,2.064969189961487,9.26716100149326,5.20901177006838
11,0.022,8.517984906816633,7.30613304433036,10.493491552358652,0.022,8.334225695794304,6.8910278958463795,11.63605864090963,0.022,2.071678634987504,9.356735184750445,5.248727608657112,0.022,1.979794024476673,9.040424304476337,5.7636481988702934
12,0.024,8.496797661184795,7.588495571609127,10.564049391163286,0.024,8.74438951922399,7.431772396003081,9.683966636243504,0.024,2.216704201274825,9.435489677434397,5.260998827430557,0.024,2.076953926717063,9.516463726715005,5.840979489876338
13,0.026000000000000002,8.4815967151227,7.868427688670328,10.638722388628807,0.026000000000000002,8.84070547098396,7.77556353078137,10.179720658415842,0.026000000000000002,2.360480655033158,9.520585516445635,5.276284973468228,0.026000000000000002,2.4057517854135355,9.517703036860913,5.520805669603938
14,0.028,8.472216858033097,8.146074092959454,10.717522714907092,0.028,8.626701704429186,8.44818446336203,10.524426593600353,0.028,2.5031574097535376,9.611934053445399,5.2946253635311695,0.028,2.464105746963179,9.641531996042115,6.111135344642314
15,0.03,8.468498930927318,8.421570906407595,10.800472189863957,0.03,8.240030789669365,8.31520926139528,10.984949993233695,0.03,2.644879206566846,9.709450778942232,5.31606627147155,0.03,2.466315798144599,9.629458385741488,5.35598601268981
16,0.032,8.470289535586428,8.695045555635478,10.887601664415271,0.032,8.669702979803114,8.666945812023954,10.494879079488507,0.032,2.7857862858902807,9.813055036510518,5.340660755799089,0.032,2.9288619270360727,10.038514388033665,4.623286406857057
17,0.034,8.47744074717602,8.966616658546235,10.978950436560552,0.034,8.724821980573987,8.998757260276507,10.854198027198825,0.034,2.9260145499408163,9.922669729312759,5.368468510274428,0.034,2.866618909878153,10.021651605316947,5.784232625921473
18,0.036000000000000004,8.489809830351595,9.236393915130709,11.074565698537777,0.036000000000000004,8.477178696838836,9.397517384584127,10.813618335549382,0.036000000000000004,3.065695716142857,10.038221018928722,5.399555735516409,0.036000000000000004,3.2678653777360784,10.138551573986938,4.801301507687252
19,0.038,8.50725895884959,9.504478000636025,11.174502011661506,0.038,8.261007748635546,9.65859861594908,11.14808754162872,0.038,3.204957461457617,10.159638016391742,5.433995029705969,0.038,3.161050291076794,10.126224086967238,5.724204179517649
20,0.04,8.52965493852594,9.770960459536077,11.278820805538615,0.04,8.596638024205642,9.834796702861386,10.702127903058257,0.04,3.343923557657684,10.28685246524175,5.4718652965497085,0.04,3.2407479581151164,10.38473349338218,5.082002997492642
21,0.042,8.55686893377543,10.035923599012694,11.387589898484526,0.042,8.616651885014091,10.097689497694063,11.339821506958812,0.042,3.4827139975654866,10.419798416325499,5.513251668735466,0.042,3.541743855166089,10.387215630547244,5.755768161354826
22,0.044,8.588776197246878,10.29944038088735,11.500883036082984,0.044,8.842470674800694,10.432287320517839,11.168062696256902,0.044,3.621445112267969,10.558411894005644,5.55824544516891,0.044,3.4568995076505797,10.572895612797272,6.020206539402909
23,0.046,8.625255802746945,10.561574311190848,11.618779444953558,0.046,8.659384626623972,10.33326276229553,11.260717755004176,0.046,3.760229679312034,10.702630553381356,5.606944040323854,0.046,3.8030652275624153,10.396475671039475,5.918487066173682
24,0.048,8.666190381217547,10.822379326753966,11.74136339890056,0.048,8.855059085032199,11.040503304309226,10.916328037069363,0.048,3.8991770218778408,10.852393328062924,5.659450944084429,0.048,3.6960944157164466,10.935822244356237,5.539858685334358
25,0.05,8.711465859662953,11.081899678406367,11.868723794725742,0.05,8.711291662565475,10.752440190738312,12.170827464078673,0.05,4.038393098914432,11.007640068023276,5.715875690448718,0.05,4.016993900074392,10.95737125442523,6.335648709643442
26,0.052000000000000005,8.760971202896858,11.340169810562845,12.00095373509026,0.052000000000000005,8.917768897022492,11.132212674005231,12.232718421315756,0.052000000000000005,4.17798058621796,11.168311166970156,5.776333833531613,0.052000000000000005,4.543766839053293,11.259942874735081,4.671687996180207
27,0.054,8.814598157983733,11.59721423714417,12.138150115909871,0.054,8.866499270986012,11.212204610764521,12.017347074352,0.054,4.318038948416549,11.334347178695952,5.840946929251974,0.054,4.516361142390726,11.31299907886591,5.580759079814103
28,0.056,8.872241001247463,11.85304741396655,12.280413215864705,0.056,8.791090082725335,11.695156981769411,12.291662351865712,0.056,4.458664501818967,11.505688421807962,5.909842521122888,0.056,4.569272608520249,11.377187591485441,5.26166680141674
29,0.058,8.933796287730036,12.107673607890094,12.427846285697472,0.058,8.711126356161165,12.298807501806257,11.852700049784332,0.058,4.59995046807112,11.682274572248398,5.983154128520787,0.058,4.794141784180342,11.568647436996775,6.277598537778129
30,0.06,8.999162602991685,12.361086763183907,12.580555135067305,0.06,8.841019557323422,12.481448522031217,12.144053306294081,0.06,4.741987018555685,11.864044242986424,6.061021235804798,0.06,4.531100104918053,11.95307511573067,6.551928104923187
31,0.062,9.068240317156896,12.613270365723643,12.73864771481698,0.062,9.123341363845316,12.575215017925876,12.165016222508028,0.062,4.884861309456963,12.050934550279814,6.143589280603811,0.062,4.922684144006671,12.019088325599904,6.3693690689081075
32,0.064,9.140931341126347,12.864197305795903,12.902233692604238,0.064,9.106292131364459,12.688834133943873,12.638927844690375,0.064,5.028657507404519,12.24288066590153,6.231009639557243,0.064,5.034867971260826,12.00902757527943,6.682383524096586
33,0.066,9.217138884893163,13.113829740441165,13.071424019942036,0.066,9.060039589111428,13.115831137058338,12.71687051617329,0.066,5.173456805598279,12.439815354745228,6.323439609737341,0.066,4.907363588875919,12.250327865519663,5.928557144825887
34,0.068,9.296767217923607,13.36211895641872,13.246330488784212,0.068,9.403908013596133,13.268835168620303,13.952930083095724,0.068,5.319337430308502,12.641668497250253,6.42104238391873,0.068,5.252775379809068,12.78586543080423,5.451080066428832
35,0.07,9.379721431584969,13.609005235044624,13.427065275906918,0.07,9.393528008862011,13.684163820412511,13.324360280740411,0.07,5.466374637635069,12.848366596119769,6.523987017792188,0.07,5.060774565375225,12.654799183354672,6.727911673506006
36,0.07200000000000001,9.465907203631891,13.854417720291657,13.613740473417208,0.07200000000000001,9.709569425027821,13.692504899032917,12.303621442693231,0.07200000000000001,5.6146407004032595,13.059832266851256,6.6324483871413555,0.07200000000000001,5.833579695973919,13.162076606969972,6.657857607699012
37,0.074,9.555230564788957,14.098274291719234,13.806467603866757,0.074,9.461840859230119,14.119820713898825,14.073180920203288,0.074,5.764204885066724,13.275983711656579,6.746607132916605,0.074,5.768136703992616,13.01208435783589,7.5612595115838666
38,0.076,9.647597667501858,14.340481443934202,14.00535711852348,0.076,9.700525205982172,14.274458300143866,14.868178613413084,0.076,5.915133418482708,13.496734176416156,6.866649592047829,0.076,5.830291675349047,13.196661263307288,6.340471739090451
39,0.078,9.742914556960281,14.580934174465725,14.210517877534635,0.078,9.846135300898082,14.817432359721998,14.593342521148786,0.078,6.0674894444197225,13.72199139038692,6.992767711735815,0.078,6.171171204147266,13.657520595919657,7.003545928829569
40,0.08,9.841086944535396,14.819515882070585,14.422056610802874,0.08,9.866542435634264,14.600546074927975,15.04518774830678,0.08,6.2213329696628445,13.951656988510578,7.125158944874655,0.08,6.210386540323417,14.117497973163445,6.488642673177742
41,0.082,9.942019983811246,15.056098277660437,14.640077358585337,0.082,9.802494703783038,14.729161873063838,14.518607502059508,0.082,6.376720799568414,14.185625916220047,7.264026124116385,0.082,6.242134548466355,14.045395539408663,7.348702865104031
42,0.084,10.045618049431745,15.290541310180991,14.864680890975132,0.084,10.08435688722705,15.473293822891739,14.866380034357238,0.084,6.533706462941552,14.423785816853108,7.409577312023582,0.084,6.555524516778286,14.203683401163847,7.453165119983904
43,0.08600000000000001,10.151784519028572,15.522693109939155,15.095964105588884,0.08600000000000001,10.355391876867547,15.561830108926651,14.881170545848994,0.08600000000000001,6.692340126093889,14.666016401836137,7.562025624586343,0.08600000000000001,6.678310619374923,14.827927967703053,8.09564222316061
44,0.088,10.260421558539276,15.752389952001815,15.334019403015947,0.088,10.356201238746495,15.884823607834912,15.656647906856268,0.088,6.8526684959699455,14.912188804066387,7.72158902532619,0.088,6.9500312967593985,14.81277589881751,6.7608328906299615
45,0.09,10.371429911274731,15.979456242456111,15.578934039740002,0.09,10.042832119685558,15.903400249277931,16.599186111059236,0.09,7.014734712219719,15.16216491500622,7.888490087029424,0.09,6.792115757296058,15.084010956092625,8.146605062690567
46,0.092,10.484708691141702,16.203704530427764,15.830789458528894,0.092,10.408492077056106,16.22401914041436,16.31129058542484,0.092,7.178578228130811,15.415796706304949,8.062955718100259,0.092,7.252405499530537,15.578992290979166,7.273967910558595
47,0.094,10.600155180478957,16.424935548899125,16.08966059648773,0.094,10.322790372202538,16.66543762830908,16.021598083415807,0.094,7.344234680337327,15.672925536924591,8.245216850368971,0.094,7.336462429607294,15.70398766835135,8.382449636009774
48,0.096,10.717664633017348,16.642938287477754,16.355615171260876,0.096,10.813268121648894,16.711219875692755,16.488967548183656,0.096,7.5117357472555675,15.933381447045077,8.435508085110458,0.096,7.39326617207518,16.101040033327326,8.319145450337587
49,0.098,10.83713008252523,16.857490100343394,16.628712946151676,0.098,10.599354884688582,16.654814911535645,15.510013145769749,0.098,7.681108996224295,16.196982440297027,8.634067293944929,0.098,7.5786374025143735,15.551241883673802,9.090503887717553
50,0.1,10.958442157759702,17.06835685273518,16.90900497521362,0.1,10.755793467248685,16.694712767943923,17.399430225884615,0.1,7.852377719354068,16.463533756159016,8.84113517116141,0.1,7.994088737444539,16.66726052938403,7.354876588599837
51,0.10200000000000001,11.081488904390806,17.27529310932716,17.196532829724507,0.10200000000000001,11.221782604921932,17.512801765279107,17.13305882408454,0.10200000000000001,8.025560758146167,16.732827134746135,9.056954734033955,0.10200000000000001,8.102758910634368,16.63857344353819,9.31662539115737
52,0.10400000000000001,11.20615561462905,17.478042367969035,17.491327807761714,0.10400000000000001,11.35534849475808,17.588567722297157,17.732079071192445,0.10400000000000001,8.200672316962779,17.00464007650536,9.281770767505181,0.10400000000000001,8.04765065893548,16.88923933299894,8.484306151092023
53,0.106,11.332324665332669,17.676337342206626,17.793410128993887,0.106,11.131351080208969,17.81260419001211,17.987328773688034,0.106,8.377721765515703,17.278735099829127,9.515829209786954,0.106,8.359801298528993,17.305777356232362,8.918347234484354
54,0.108,11.459875365427393,17.86990029602464,18.102788117158997,0.108,11.542355078393207,17.888382908967664,17.81230305595796,0.108,8.556713430560084,17.554858999911243,9.759376475168288,0.108,8.438363794721656,17.55921906707255,9.73163864522645
55,0.11,11.588683813525542,18.058443434218578,18.419457373117652,0.11,11.495813445630285,18.28824580542952,18.330880968604383,0.11,8.737646377096867,17.832742112750854,10.012658710692312,0.11,8.77255195366497,17.831456423712964,10.262212252638566
56,0.112,11.71862276666938,18.241669351651474,18.74339994176111,0.112,11.705847123680043,18.27036677737199,18.801665464633782,0.112,8.920514179406787,18.11209758856611,10.275920983030817,0.112,8.895058664633922,17.889052040735088,9.9753688763758
57,0.114,11.8495615211872,18.419271544646186,19.074583476506078,0.114,11.89334214303332,18.491380291905706,18.701530609312737,0.114,9.10530468236451,18.39262067948633,10.54940639230065,0.114,9.031710946534252,18.465226395975144,9.250679271153125
58,0.116,11.98136580667103,18.59093498745689,19.41296040550819,0.116,11.941500715360696,18.868387407284295,20.265670526590622,0.116,9.29199975357481,18.673988046930884,10.833355109735777,0.116,9.163096411444219,18.792612776507493,10.487127922424119
59,0.11800000000000001,12.113897694142835,18.7563367766848,19.75846710419719,0.11800000000000001,12.008696183993026,18.622861375655102,19.96951613860762,0.11800000000000001,9.480575026930444,18.95585709455326,11.128003335998036,0.11800000000000001,9.443932535212168,18.8637363757008,11.351298168132907
60,0.12,12.247015519494848,18.915146846150655,20.111023079164383,0.12,12.056102812714498,18.567435761092096,19.834625433166813,0.12,9.67099963835093,19.237865333319938,11.433582177549912,0.12,9.687185547168404,19.146239474379385,12.103755684491109
61,0.122,12.380573823316524,19.067028754447712,20.470530168847485,0.122,12.421160518910655,19.146804109480744,19.897095138642424,0.122,9.863235954566276,19.519629785862776,11.750316438736313,0.122,9.687588498083716,19.29858745114107,10.863388132115752
62,0.124,12.514423308252764,19.21164054707592,20.836871766961895,0.124,12.420203610498135,19.153783633570924,20.94966815041006,0.124,10.057239295922564,19.8007464378204,12.078423327477115,0.124,10.347861446080246,19.71440320178709,12.357889773726036
63,0.126,12.648410815020855,19.348635694523303,21.209912074912797,0.126,12.676955543825837,19.619156031256043,21.41825144056808,0.126,10.252957654350238,20.080789744557766,12.418111073157247,0.126,10.853494393799656,20.168008559408957,11.322268643680758
64,0.128,12.782379318250767,19.47766410731628,21.589495389984815,0.128,12.761485993413077,19.660321821153488,21.48202935947923,0.128,10.450331407775373,20.359312202246453,12.769577455780212,0.128,10.497436446993017,20.632413883301666,12.773910591960501
65,0.13,12.91616794326761,19.598373228370487,21.975445436299637,0.13,12.692232290688514,19.487277585000246,22.317010852258605,0.13,10.649293032408812,20.635843992910953,13.133008246087744,0.13,10.588911052986845,20.61908278064414,13.771011739830302
66,0.132,13.049612004941654,19.71040920248007,22.367564745984172,0.132,13.290788283889174,19.731184963358544,22.403764132402124,0.132,10.849766814522807,20.909892713632715,13.508575557162828,0.132,11.08782382227081,21.19137233712868,14.465620278930915
67,0.134,13.182543069688391,19.813418122048954,22.765634098249233,0.134,13.128956159217728,19.776465486498875,22.54367381706876,0.134,11.051668563498728,21.180943200661602,13.896436108860925,0.134,11.140374502096396,21.30628643370371,13.546523636392738
68,0.136,13.314789041645492,19.907047347467618,23.169412024215045,0.136,13.426489598494708,19.79294928331972,23.65741382236153,0.136,11.254905328108812,21.448457459738105,14.29672940736528,0.136,11.125393902560603,21.4724951912588,13.751583712140192
69,0.138,13.446174274021681,19.990946899760498,23.578634385710707,0.138,13.2051149052632,19.878408629786154,24.528204007648092,0.138,11.459375118188268,21.71187471435266,14.709575843272232,0.138,11.447007762465443,21.398234092002173,14.663110457168026
70,0.14,13.576519706497526,20.064770922288233,23.993014036064153,0.14,13.3484803888276,19.889564535111287,23.47508435132128,0.14,11.664966634045742,21.97061158407399,15.135074712769354,0.14,11.45671077025988,22.036884197388193,14.424641984875503
71,0.14200000000000002,13.705643029511654,20.12817920741924,24.4122405712592,0.14200000000000002,13.741767248636389,19.735058373194086,24.897389621112666,0.14200000000000002,11.871559006159172,22.224062405427784,15.573302167764743,0.14200000000000002,12.202978557869631,22.154191577548453,15.318036220793422
72,0.14400000000000002,13.833358876123032,20.18083878315663,24.835980179487535,0.14400000000000002,13.892783963901502,20.332629800795253,24.91709042291069,0.14400000000000002,12.0790215478997,22.47159970793503,16.02430910225522,0.14400000000000002,12.241741876897748,22.43095022281362,15.343253690576335
73,0.146,13.959479042039602,20.222425553799038,25.263875597109354,0.146,13.879143080869055,20.6217433496295,25.160465459630462,0.146,12.287213524223338,22.712574858025917,16.48811898370447,0.146,12.252258575944133,22.911065382585374,17.210356571179233
74,0.148,14.08381273426002,20.25262598764543,25.695546178799916,0.148,14.399723232139483,20.24698463099032,25.529606244562906,0.148,12.495983939469086,22.946318883517474,16.964725639832334,0.148,12.815319836725633,22.966448081927716,17.20192362944322
75,0.15,14.206166848609131,20.271138843956297,26.130588089079065,0.15,13.78608467774406,20.118693974023966,25.985550443610848,0.15,12.705171347579194,23.172143491009006,17.454091012915296,0.15,12.55607178204572,23.387672977116896,18.005154587935305
76,0.152,14.326346276295572,20.27767693014061,26.568574622257138,0.152,14.351864751177706,20.398435640154528,26.08973486876505,0.152,12.914603688237305,23.389342288179922,17.956142895459138,0.152,12.664103943243148,23.393610001249254,18.01616207067416
77,0.154,14.44415423940983,20.271968879478504,27.00905665684083,0.154,14.523130727824805,20.227304411974977,27.64691661315976,0.154,13.124098152589447,23.5971922223699,18.470772662984068,0.154,13.189996569336229,24.120712194724256,18.291015923009024
78,0.156,14.559392655097854,20.25376093847249,27.451563250046192,0.156,14.33606134691639,20.010997678630456,27.874651838770127,0.156,13.333461082341827,23.794955245844537,18.997833021501858,0.156,13.347442588876758,23.7012293125822,19.58599730367094
79,0.158,14.671862527914783,20.222818752336543,27.895602376896395,0.158,14.291035352262995,20.367216798797244,27.44425097974044,0.158,13.542487906159948,23.981880217114103,19.537135789172115,0.158,13.36452104717939,23.941324581624148,18.811717422666316
80,0.16,14.78136436964241,20.178929135807266,28.34066181776962,0.16,14.649612447896164,20.165652532655226,28.844381026969124,0.16,13.750963117394095,24.157205046291356,20.08844973356703,0.16,13.595124384899693,23.938245839001514,19.52284205133485
81,0.162,14.88769864560483,20.121901816470366,28.786210196656015,0.162,14.751652547657054,20.068343195620837,27.999967459563315,0.162,13.95866029719865,24.32015909069847,20.65149848772416,0.162,14.023474076485147,24.302859457846704,20.93006526980276
82,0.164,14.990666246275131,20.05157113645688,29.231698171597035,0.164,15.247296366486294,19.872669986539425,28.514793991387403,0.164,14.165342187152913,24.469965805062266,21.225958569988496,0.164,14.30973320034104,24.575984762485103,21.13542105237804
83,0.166,15.090068982715549,19.967797698039334,29.6765597773416,0.166,14.903609518476587,20.031644570187833,29.94215929951753,0.166,14.370760815475757,24.605845648327268,21.811457534339898,0.166,14.632541123761188,24.487416037274215,22.01713403112203
84,0.168,15.185710104102728,19.870469938581927,30.120213918552892,0.168,15.057475543085092,19.56815668312711,29.801528284687834,0.168,14.574657680838968,24.7270192464619,22.40757227923229,0.168,14.978839338499753,25.031783584281253,21.572919500345993
85,0.17,15.277394835367236,19.75950561954791,30.562066010769936,0.17,15.230236598369146,19.706743155059765,31.120411983627832,0.17,14.77676399768694,24.832710807829102,23.013827544360527,0.17,14.84830154723162,25.001180392985532,23.512776244881422
86,0.17200000000000001,15.364930932701393,19.634853214505732,31.001509764535562,0.17200000000000001,15.12660354443187,19.897093234476273,30.29968914682541,0.17200000000000001,14.976801006789824,24.92215178442657,23.629694625789984,0.17200000000000001,14.999559417563997,24.912480290632733,24.443190186539812
87,0.17400000000000002,15.448129254409995,19.496493181097932,31.437929106430882,0.17400000000000002,15.05361499353834,19.466038128241003,31.465367074533884,0.17400000000000002,15.174480354498701,24.994584768824463,24.254590340393264,0.17400000000000002,15.32859012356079,25.024606035659144,24.22048556347267
88,0.176,15.526804344375913,19.344439102141116,31.870700229238558,0.176,15.676381437465537,19.293984394622164,31.651142764122504,0.176,15.369504543886512,25.049267612941215,24.88787627101023,0.176,15.513209639212413,25.406117548230633,23.946703047499806
89,0.178,15.600775025150222,19.178738681593472,32.299193761691456,0.178,15.392227526436328,19.261237010455893,31.921175172076893,0.178,15.561567460570796,25.085477750759548,25.528858323588192,0.178,15.336835529629296,25.126097302553838,25.737690583624435
90,0.18,15.669864997459838,18.999474581768066,32.72277704661721,0.18,15.685410278065655,19.211605790421878,33.35568572678428,0.18,15.750354975583889,25.1025167029697,26.17678662712807,0.18,16.05083454547241,25.241624506695842,26.116748836014352
91,0.182,15.733903442741472,18.806765089039686,33.14081651471454,0.182,15.54348820063673,19.129516879191144,33.229695809172966,0.182,15.935545627059945,25.09971473733178,26.830855805458405,0.182,15.73959444516934,25.341836211786468,27.932092402518155
92,0.184,15.792725625125069,18.600764596431585,33.55268013963795,0.184,15.975907458474827,18.550730636769856,31.804301682222,0.184,16.11681138204411,25.076435654076498,27.49020564946471,0.184,15.855527759873683,25.005624586802075,27.113059740678906
93,0.186,15.846173489146825,18.381663892730256,33.95773995864997,0.186,16.003710584999983,18.313194516960976,34.38314633117669,0.186,16.293818478900487,25.03208166146848,28.153922214710455,0.186,16.15727572467689,25.067067102535244,27.23812273216393
94,0.188,15.89409624935559,18.149690249269167,34.355374641765664,0.188,15.974286730521236,18.280549503756394,34.780969720905034,0.188,16.46622835016633,24.96609830237316,28.82103936746688,0.188,16.64370430458125,25.060617454123534,28.741118093677446
95,0.19,15.93635096789063,17.905107297204015,34.744972091172514,0.19,16.183454603036353,17.838877439718903,35.63580022921233,0.19,16.633698624845113,24.877979388655405,29.49054079824362,0.19,16.581917107028257,24.86560264374536,29.753410373146554
96,0.192,15.972803116066096,17.648214689912137,35.125932051752,0.192,16.185362064297564,17.60727028555973,34.86092112309537,0.192,16.795884208235286,24.767271896443024,30.16136251765864,0.192,16.713263895695906,24.8610997292818,29.975325492513562
97,0.194,16.003327115987158,17.379347547128045,35.497668712727624,0.194,15.90749279210892,17.480610283870302,34.76632923665822,0.194,16.952438436524567,24.63358077199045,30.83239584487322,0.194,17.0828398033827,24.623465894049023,30.57795515642609
98,0.196,16.027806858251676,17.09887567953244,35.859613279908785,0.196,16.343255788356853,17.09492210118241,36.307080851292966,0.196,17.10301430234583,24.476573594910633,31.502490893199248,0.196,17.068305622286218,24.332562344052413,31.727902226270817
99,0.198,16.046136191872414,16.807202594663266,36.21121649774072,0.198,15.900056747853707,16.69171444532189,35.56307231196564,0.198,17.247265746531767,24.29598504333998,32.170460551599135,0.198,16.900046567309918,23.804511097309206,32.30695351134592
100,0.2,16.05821938266626,16.504764287258073,36.551951100281144,0.2,15.990203208025006,16.557888187776243,37.12358808247843,0.2,17.38484901027135,24.091621103987404,32.835084954291105,0.2,17.128671709555213,24.472394256647473,33.54795654122913
101,0.202,16.06397153651357,16.192027819446547,36.88131417042319,0.202,16.131490073999508,16.445102852206578,37.37340271892541,0.202,17.515424040838724,23.863362969237226,33.49511642377705,0.202,17.34259397954424,23.96784044304855,33.458812930086545
102,0.20400000000000001,16.063318984097375,15.869489698408032,37.19882938722438,0.20400000000000001,16.365529752016183,16.166450370229523,35.990946247602615,0.20400000000000001,17.63865594307087,23.611170563584864,34.14928486542433,0.20400000000000001,17.487438386536212,23.545604923636844,34.10477212891677
103,0.20600000000000002,16.056199623967338,15.537674061327552,37.504049141915246,0.20600000000000002,16.379542864795738,15.582072441113151,37.63368172632063,0.20600000000000002,17.754216467776804,23.335085642740516,34.79630358433297,0.20600000000000002,17.765096216363432,23.265543341848225,34.23003685087284
104,0.20800000000000002,16.04256322105326,15.197130679676338,37.79655650417889,0.20800000000000002,16.245141163231573,15.018183340586218,37.071880774052985,0.20800000000000002,17.86178552734217,23.035234410832043,35.43487548779629,0.20800000000000002,17.688459445006654,22.845708174381464,35.649141622716364
105,0.21,16.02237165807027,14.848432796787526,38.07596702160339,0.21,16.193254875413498,14.816117806760403,39.47315226130807,0.21,17.96105272793076,22.71182960426162,36.063699629306434,0.21,17.970870005796108,22.777055296120164,35.74853827086717
106,0.212,15.995599137599843,14.492174814570586,38.34193033669356,0.212,16.081275260011505,14.32693695869277,38.32061922071512,0.212,18.051718906916992,22.365171994979843,36.68147804298362,0.212,18.06422336136409,22.329034256825842,36.26391587343729
107,0.214,15.962232333008473,14.128969846935655,38.59413160757149,0.214,15.91666116460996,14.078789074309977,39.375734402584946,0.214,18.133497663520792,21.995651271204718,37.28692281059581,0.214,18.22221523301003,22.042743952195398,36.936773431436286
108,0.216,15.922270486766806,13.759447158948397,38.8322927204482,0.216,15.904644633766644,13.430532631476284,39.33934789130233,0.216,18.206116870087932,21.603746259916537,37.87876329728438,0.216,18.056963628284503,21.4913128184776,37.29055688545245
109,0.218,15.875725455144085,13.384249511938487,39.05617328401516,0.218,15.77636962612883,13.182366416506563,38.86474018113589,0.218,18.26932015107065,21.190024462697217,38.4557534867648,0.218,18.173724409700952,21.518594535243114,38.87723999901735
110,0.22,15.822621698686532,13.004030435810398,39.26557139814092,0.22,15.85481619610291,13.164707005221278,39.45672660044632,0.22,18.322868316534816,20.755140884594624,39.01667934233462,0.22,18.235629372546285,20.78708726279924,39.037042317571405
111,0.222,15.762996218334518,12.619451450522964,39.46032419163407,0.222,15.57474570201912,12.363207653207997,39.18791106145719,0.222,18.366540736967192,20.299836144529188,39.56036611666242,0.222,18.437603232143505,20.291804450215466,39.316877227459834
112,0.224,15.696898437464704,12.231179259065371,39.640308126166126,0.224,15.952831122412036,12.207636049136749,38.74168507496575,0.224,18.400136646279844,19.82493386522764,40.08568553108949,0.224,18.64573397532448,19.847029596540544,40.0622302283112
113,0.226,15.62439003058555,11.839882934442672,39.80543906587782,0.226,15.574199355361197,11.867173853814545,40.18199435815748,0.226,18.423476360230783,19.33133735050453,40.59156274431416,0.226,18.527805639259075,19.30715286811955,41.10046654724182
114,0.228,15.54554469985446,11.446231123034893,39.95567211466512,0.228,15.960733463199317,11.320211890781895,39.66768183275329,0.228,18.436402397985155,18.820025567801625,41.07698303073966,0.228,18.66423985356038,18.436242878577538,42.00874237106679
115,0.23,15.460447900980679,11.050889286199865,40.09100122536952,0.23,15.486827914519699,11.017898534297457,40.7991183868518,0.23,18.438780495239307,18.29204846400636,41.54099809061019,0.23,18.490104875904446,18.401516604036495,41.61564516912591
116,0.232,15.36919652050401,10.654517001354948,40.21145858755496,0.232,15.610373313260705,11.031606455185582,39.89981881547053,0.232,18.43050049821364,17.748521652467403,41.98273191731392,0.232,18.50099663644429,17.529355148907097,41.784920120726106
117,0.234,15.271898506764408,10.257765342701802,40.31711380239558,0.234,15.36518388922964,9.88520357431293,40.663869795446594,0.234,18.411477128878193,17.190620518679374,42.4013861518636,0.234,18.120636491683523,17.47329898786864,42.24190762961193
